areaweight,coefficientvariance,comments,concentration,concentrationunits,controlvalue,dilution,endpoint,errors,fieldreplicate,lab,labrep,latitude,longitude,lookup_error,matrix,mean,n,pctcontrol,qacode,result,units,row,samplecollectdate,sampletypecode,shape,species,stationid,stationwaterdepth,stationwaterdepthunits,stddev,stratum,tmp_row,toxbatch,treatment,variance,tstat,pvalue,sigeffect,sqocategory,toxicity_errors
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,250.0,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,1,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,80,%,20,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,20,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,250.0,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,2,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,70,%,21,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,21,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,250.0,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,3,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,70,%,22,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,22,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,250.0,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,4,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,70,%,23,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,23,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,6.15418603938,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,1,33.69703908,-117.92090344,,Bulk Sediment (whole sediment),89.0,5,100.0,Q,90,%,24,2013-07-30,CNEG,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,5.47722557505,None,24,EohSed0809,None,30.0,0.0,0.5,NSC,Nontoxic,"{""column"": ""Mean"", ""error_type"": ""Custom Toxicity"", ""error"": ""Does not meet control acceptability criterion; mean control value < 90""}"
0.0,6.15418603938,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,2,33.69703908,-117.92090344,,Bulk Sediment (whole sediment),89.0,5,100.0,Q,80,%,25,2013-07-30,CNEG,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,5.47722557505,None,25,EohSed0809,None,30.0,0.0,0.5,NSC,Nontoxic,"{""column"": ""Mean"", ""error_type"": ""Custom Toxicity"", ""error"": ""Does not meet control acceptability criterion; mean control value < 90""}"
0.0,6.15418603938,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,3,33.69703908,-117.92090344,,Bulk Sediment (whole sediment),89.0,5,100.0,Q,95,%,26,2013-07-30,CNEG,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,5.47722557505,None,26,EohSed0809,None,30.0,0.0,0.5,NSC,Nontoxic,"{""column"": ""Mean"", ""error_type"": ""Custom Toxicity"", ""error"": ""Does not meet control acceptability criterion; mean control value < 90""}"
0.0,6.15418603938,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,4,33.69703908,-117.92090344,,Bulk Sediment (whole sediment),89.0,5,100.0,Q,90,%,27,2013-07-30,CNEG,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,5.47722557505,None,27,EohSed0809,None,30.0,0.0,0.5,NSC,Nontoxic,"{""column"": ""Mean"", ""error_type"": ""Custom Toxicity"", ""error"": ""Does not meet control acceptability criterion; mean control value < 90""}"
0.0,6.15418603938,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,5,33.69703908,-117.92090344,,Bulk Sediment (whole sediment),89.0,5,100.0,Q,90,%,28,2013-07-30,CNEG,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,5.47722557505,None,28,EohSed0809,None,30.0,0.0,0.5,NSC,Nontoxic,"{""column"": ""Mean"", ""error_type"": ""Custom Toxicity"", ""error"": ""Does not meet control acceptability criterion; mean control value < 90""}"
,4.61044943814,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,1,33.44458486,-117.80004529,,Bulk Sediment (whole sediment),97.0,5,108.988764045,Q,95,%,,2013-07-09,QA,0101000020110F0000F31FD2210C0369C190B20C79902B4E41,Eohaustorius estuarius,GS00,1.0,M,4.472135955,,29,EohSed0809,None,20.0,-2.52982212813,0.018184409127,NSC,Nontoxic,
,4.61044943814,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,2,33.44458486,-117.80004529,,Bulk Sediment (whole sediment),97.0,5,108.988764045,Q,90,%,,2013-07-09,QA,0101000020110F0000F31FD2210C0369C190B20C79902B4E41,Eohaustorius estuarius,GS00,1.0,M,4.472135955,,30,EohSed0809,None,20.0,-2.52982212813,0.018184409127,NSC,Nontoxic,
,4.61044943814,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,3,33.44458486,-117.80004529,,Bulk Sediment (whole sediment),97.0,5,108.988764045,Q,100,%,,2013-07-09,QA,0101000020110F0000F31FD2210C0369C190B20C79902B4E41,Eohaustorius estuarius,GS00,1.0,M,4.472135955,,31,EohSed0809,None,20.0,-2.52982212813,0.018184409127,NSC,Nontoxic,
,4.61044943814,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,4,33.44458486,-117.80004529,,Bulk Sediment (whole sediment),97.0,5,108.988764045,Q,100,%,,2013-07-09,QA,0101000020110F0000F31FD2210C0369C190B20C79902B4E41,Eohaustorius estuarius,GS00,1.0,M,4.472135955,,32,EohSed0809,None,20.0,-2.52982212813,0.018184409127,NSC,Nontoxic,
,4.61044943814,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,5,33.44458486,-117.80004529,,Bulk Sediment (whole sediment),97.0,5,108.988764045,Q,100,%,,2013-07-09,QA,0101000020110F0000F31FD2210C0369C190B20C79902B4E41,Eohaustorius estuarius,GS00,1.0,M,4.472135955,,33,EohSed0809,None,20.0,-2.52982212813,0.018184409127,NSC,Nontoxic,
2.425876,9.82887023077,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,2,Los Angeles County Sanitation Districts,1,33.52034373,-118.17386359,,Bulk Sediment (whole sediment),91.0,10,102.247191011,Q,100,%,,2013-07-16,Grab,0101000020110F00005A8638CA5D1769C150401329503F4E41,Eohaustorius estuarius,B18-9197,1.0,M,8.94427191,Canyon Bottom,34,EohSed0809,None,80.0,-0.426401432711,0.341658002289,NSC,Nontoxic,
2.425876,9.82887023077,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,2,Los Angeles County Sanitation Districts,2,33.52034373,-118.17386359,,Bulk Sediment (whole sediment),91.0,10,102.247191011,Q,90,%,,2013-07-16,Grab,0101000020110F00005A8638CA5D1769C150401329503F4E41,Eohaustorius estuarius,B18-9197,1.0,M,8.94427191,Canyon Bottom,35,EohSed0809,None,80.0,-0.426401432711,0.341658002289,NSC,Nontoxic,
2.425876,9.82887023077,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,2,Los Angeles County Sanitation Districts,3,33.52034373,-118.17386359,,Bulk Sediment (whole sediment),91.0,10,102.247191011,Q,80,%,,2013-07-16,Grab,0101000020110F00005A8638CA5D1769C150401329503F4E41,Eohaustorius estuarius,B18-9197,1.0,M,8.94427191,Canyon Bottom,36,EohSed0809,None,80.0,-0.426401432711,0.341658002289,NSC,Nontoxic,
2.425876,9.82887023077,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,2,Los Angeles County Sanitation Districts,4,33.52034373,-118.17386359,,Bulk Sediment (whole sediment),91.0,10,102.247191011,Q,85,%,,2013-07-16,Grab,0101000020110F00005A8638CA5D1769C150401329503F4E41,Eohaustorius estuarius,B18-9197,1.0,M,8.94427191,Canyon Bottom,37,EohSed0809,None,80.0,-0.426401432711,0.341658002289,NSC,Nontoxic,
2.425876,9.82887023077,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,2,Los Angeles County Sanitation Districts,5,33.52034373,-118.17386359,,Bulk Sediment (whole sediment),91.0,10,102.247191011,Q,100,%,,2013-07-16,Grab,0101000020110F00005A8638CA5D1769C150401329503F4E41,Eohaustorius estuarius,B18-9197,1.0,M,8.94427191,Canyon Bottom,38,EohSed0809,None,80.0,-0.426401432711,0.341658002289,NSC,Nontoxic,
1.50080341,8.15362950973,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,1,33.0,-118.0,,Bulk Sediment (whole sediment),93.0,5,104.494382022,Q,100,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9307,2.0,M,7.58287544405,Canyon Bottom,39,EohSed0809,None,57.5,-0.956182887468,0.184822109632,NSC,Nontoxic,
1.50080341,8.15362950973,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,2,33.0,-118.0,,Bulk Sediment (whole sediment),93.0,5,104.494382022,Q,80,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9307,2.0,M,7.58287544405,Canyon Bottom,40,EohSed0809,None,57.5,-0.956182887468,0.184822109632,NSC,Nontoxic,
1.50080341,8.15362950973,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,3,33.0,-118.0,,Bulk Sediment (whole sediment),93.0,5,104.494382022,Q,95,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9307,2.0,M,7.58287544405,Canyon Bottom,41,EohSed0809,None,57.5,-0.956182887468,0.184822109632,NSC,Nontoxic,
1.50080341,8.15362950973,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,4,33.0,-118.0,,Bulk Sediment (whole sediment),93.0,5,104.494382022,Q,95,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9307,2.0,M,7.58287544405,Canyon Bottom,42,EohSed0809,None,57.5,-0.956182887468,0.184822109632,NSC,Nontoxic,
1.50080341,8.15362950973,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,5,33.0,-118.0,,Bulk Sediment (whole sediment),93.0,5,104.494382022,Q,95,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9307,2.0,M,7.58287544405,Canyon Bottom,43,EohSed0809,None,57.5,-0.956182887468,0.184822109632,NSC,Nontoxic,
1.50080341,5.70544330735,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,1,33.0,-118.0,,Bulk Sediment (whole sediment),96.0,5,107.865168539,Q,90,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9349,5.0,M,5.47722557505,Canyon Bottom,44,EohSed0809,None,30.0,-2.02072594216,0.0389853907987,NSC,Nontoxic,
1.50080341,5.70544330735,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,2,33.0,-118.0,,Bulk Sediment (whole sediment),96.0,5,107.865168539,Q,100,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9349,5.0,M,5.47722557505,Canyon Bottom,45,EohSed0809,None,30.0,-2.02072594216,0.0389853907987,NSC,Nontoxic,
1.50080341,5.70544330735,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,3,33.0,-118.0,,Bulk Sediment (whole sediment),96.0,5,107.865168539,Q,100,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9349,5.0,M,5.47722557505,Canyon Bottom,46,EohSed0809,None,30.0,-2.02072594216,0.0389853907987,NSC,Nontoxic,
1.50080341,5.70544330735,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,4,33.0,-118.0,,Bulk Sediment (whole sediment),96.0,5,107.865168539,Q,90,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9349,5.0,M,5.47722557505,Canyon Bottom,47,EohSed0809,None,30.0,-2.02072594216,0.0389853907987,NSC,Nontoxic,
1.50080341,5.70544330735,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,5,33.0,-118.0,,Bulk Sediment (whole sediment),96.0,5,107.865168539,Q,100,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9349,5.0,M,5.47722557505,Canyon Bottom,48,EohSed0809,None,30.0,-2.02072594216,0.0389853907987,NSC,Nontoxic,
1.84894266,9.11605688194,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,1,33.0,-118.0,,Bulk Sediment (whole sediment),95.0,5,106.741573034,Q,100,%,,2013-07-30,Grab,,Eohaustorius estuarius,B18-9338,3.0,M,8.66025403784,Canyon Bottom,49,EohSed0809,None,75.0,-1.30930734142,0.11659099972,NSC,Nontoxic,
1.84894266,9.11605688194,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,2,33.0,-118.0,,Bulk Sediment (whole sediment),95.0,5,106.741573034,Q,95,%,,2013-07-30,Grab,,Eohaustorius estuarius,B18-9338,3.0,M,8.66025403784,Canyon Bottom,50,EohSed0809,None,75.0,-1.30930734142,0.11659099972,NSC,Nontoxic,
1.84894266,9.11605688194,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,3,33.0,-118.0,,Bulk Sediment (whole sediment),95.0,5,106.741573034,Q,100,%,,2013-07-30,Grab,,Eohaustorius estuarius,B18-9338,3.0,M,8.66025403784,Canyon Bottom,51,EohSed0809,None,75.0,-1.30930734142,0.11659099972,NSC,Nontoxic,
1.84894266,9.11605688194,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,4,33.0,-118.0,,Bulk Sediment (whole sediment),95.0,5,106.741573034,Q,100,%,,2013-07-30,Grab,,Eohaustorius estuarius,B18-9338,3.0,M,8.66025403784,Canyon Bottom,52,EohSed0809,None,75.0,-1.30930734142,0.11659099972,NSC,Nontoxic,
1.84894266,9.11605688194,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,5,33.0,-118.0,,Bulk Sediment (whole sediment),95.0,5,106.741573034,Q,80,%,,2013-07-30,Grab,,Eohaustorius estuarius,B18-9338,3.0,M,8.66025403784,Canyon Bottom,53,EohSed0809,None,75.0,-1.30930734142,0.11659099972,NSC,Nontoxic,
1.84894266,4.56340403571,Control mean = 89%.  Replicate dosed with 22 organisms at test initiation.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,1,33.0,-118.0,,Bulk Sediment (whole sediment),98.0,5,110.112359551,Q,100,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9347,4.0,M,4.472135955,Canyon Bottom,54,EohSed0809,None,20.0,-2.84604989415,0.0112481252031,NSC,Nontoxic,
1.84894266,4.56340403571,Control mean = 89%.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,2,33.0,-118.0,,Bulk Sediment (whole sediment),98.0,5,110.112359551,Q,100,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9347,4.0,M,4.472135955,Canyon Bottom,55,EohSed0809,None,20.0,-2.84604989415,0.0112481252031,NSC,Nontoxic,
1.84894266,4.56340403571,Control mean = 89%.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,3,33.0,-118.0,,Bulk Sediment (whole sediment),98.0,5,110.112359551,Q,90,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9347,4.0,M,4.472135955,Canyon Bottom,56,EohSed0809,None,20.0,-2.84604989415,0.0112481252031,NSC,Nontoxic,
1.84894266,4.56340403571,Control mean = 89%.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,4,33.0,-118.0,,Bulk Sediment (whole sediment),98.0,5,110.112359551,Q,100,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9347,4.0,M,4.472135955,Canyon Bottom,57,EohSed0809,None,20.0,-2.84604989415,0.0112481252031,NSC,Nontoxic,
1.84894266,4.56340403571,Control mean = 89%.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,5,33.0,-118.0,,Bulk Sediment (whole sediment),98.0,5,110.112359551,Q,100,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9347,4.0,M,4.472135955,Canyon Bottom,58,EohSed0809,None,20.0,-2.84604989415,0.0112481252031,NSC,Nontoxic,
18.829508,7.85674201318,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,1,33.0,-118.0,,Bulk Sediment (whole sediment),90.0,5,101.123595506,Q,95,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9350,6.0,M,7.07106781187,Outer Shelf,59,EohSed0809,None,50.0,-0.25,0.404636183351,NSC,Nontoxic,
18.829508,7.85674201318,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,2,33.0,-118.0,,Bulk Sediment (whole sediment),90.0,5,101.123595506,Q,80,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9350,6.0,M,7.07106781187,Outer Shelf,60,EohSed0809,None,50.0,-0.25,0.404636183351,NSC,Nontoxic,
18.829508,7.85674201318,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,3,33.0,-118.0,,Bulk Sediment (whole sediment),90.0,5,101.123595506,Q,95,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9350,6.0,M,7.07106781187,Outer Shelf,61,EohSed0809,None,50.0,-0.25,0.404636183351,NSC,Nontoxic,
18.829508,7.85674201318,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,4,33.0,-118.0,,Bulk Sediment (whole sediment),90.0,5,101.123595506,Q,85,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9350,6.0,M,7.07106781187,Outer Shelf,62,EohSed0809,None,50.0,-0.25,0.404636183351,NSC,Nontoxic,
18.829508,7.85674201318,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,5,33.0,-118.0,,Bulk Sediment (whole sediment),90.0,5,101.123595506,Q,95,%,,2013-07-29,Grab,,Eohaustorius estuarius,B18-9350,6.0,M,7.07106781187,Outer Shelf,63,EohSed0809,None,50.0,-0.25,0.404636183351,NSC,Nontoxic,
